vehicleId,tripId,timeUnix,outdoorTemperature,temperatureRotorFront,temperatureRotorBack,velocity
3659478-10880825,3659478-10880825-2,1630510476000,25.0,37.0,41.0,20.5
3659478-10880825,3659478-10880825-2,1630510477000,25.0,37.0,41.0,20.29
3659478-10880825,3659478-10880825-2,1630510478000,25.0,37.0,41.0,20.0
3659478-10880825,3659478-10880825-2,1630510479000,25.0,37.0,41.0,19.1
3659478-10880825,3659478-10880825-2,1630510480000,25.0,37.0,41.0,18.74
3659478-10880825,3659478-10880825-2,1630510481000,25.0,37.0,41.0,19.41
3659478-10880825,3659478-10880825-2,1630510482000,25.0,37.0,41.0,20.69
3659478-10880825,3659478-10880825-2,1630510483000,25.0,37.0,41.0,20.44
3659478-10880825,3659478-10880825-2,1630510484000,25.0,37.0,41.0,19.5
3659478-10880825,3659478-10880825-2,1630510485000,25.0,37.0,41.0,19.65
3659478-10880825,3659478-10880825-2,1630510486000,25.0,37.0,41.0,20.45
3659478-10880825,3659478-10880825-2,1630510487000,25.0,37.0,41.0,22.64
3659478-10880825,3659478-10880825-2,1630510488000,25.0,37.0,41.0,24.47
3659478-10880825,3659478-10880825-2,1630510489000,25.0,37.0,41.0,25.44
3659478-10880825,3659478-10880825-2,1630510490000,25.0,37.0,42.0,26.2
3659478-10880825,3659478-10880825-2,1630510491000,25.0,37.0,42.0,26.87
3659478-10880825,3659478-10880825-2,1630510492000,25.0,37.0,42.0,26.91
3659478-10880825,3659478-10880825-2,1630510493000,25.0,37.0,42.0,26.55
3659478-10880825,3659478-10880825-2,1630510494000,25.0,37.0,42.0,25.77
3659478-10880825,3659478-10880825-2,1630510495000,25.0,37.0,42.0,23.42
3659478-10880825,3659478-10880825-2,1630510496000,25.0,37.0,42.0,21.99
3659478-10880825,3659478-10880825-2,1630510497000,25.0,37.0,42.0,23.2
3659478-10880825,3659478-10880825-2,1630510498000,25.0,37.0,42.0,23.5
3659478-10880825,3659478-10880825-2,1630510499000,25.0,37.0,42.0,21.48
3659478-10880825,3659478-10880825-2,1630510500000,25.0,37.0,42.0,16.8
3659478-10880825,3659478-10880825-2,1630510501000,25.0,37.0,42.0,13.26
3659478-10880825,3659478-10880825-2,1630510502000,25.0,37.0,42.0,13.81
3659478-10880825,3659478-10880825-2,1630510503000,25.0,37.0,42.0,15.86
3659478-10880825,3659478-10880825-2,1630510504000,25.0,37.0,42.0,21.11
3659478-10880825,3659478-10880825-2,1630510505000,25.0,37.0,42.0,23.49
3659478-10880825,3659478-10880825-2,1630510506000,25.0,37.0,42.0,25.25
3659478-10880825,3659478-10880825-2,1630510507000,25.0,37.0,42.0,24.39
3659478-10880825,3659478-10880825-2,1630510508000,25.0,37.0,42.0,21.17
3659478-10880825,3659478-10880825-2,1630510509000,25.0,37.0,42.0,18.07
3659478-10880825,3659478-10880825-2,1630510510000,25.0,37.0,42.0,18.78
3659478-10880825,3659478-10880825-2,1630510511000,25.0,37.0,42.0,17.75
3659478-10880825,3659478-10880825-2,1630510512000,25.0,37.0,42.0,16.15
3659478-10880825,3659478-10880825-2,1630510513000,25.0,37.0,43.0,14.36
3659478-10880825,3659478-10880825-2,1630510514000,25.0,37.0,43.0,11.86
3659478-10880825,3659478-10880825-2,1630510515000,25.0,37.0,43.0,7.7
3659478-10880825,3659478-10880825-2,1630510516000,25.0,37.0,43.0,4.52
3659478-10880825,3659478-10880825-2,1630510517000,25.0,37.0,43.0,4.74
3659478-10880825,3659478-10880825-2,1630510518000,25.0,37.0,43.0,12.48
3659478-10880825,3659478-10880825-2,1630510519000,25.0,37.0,43.0,19.62
3659478-10880825,3659478-10880825-2,1630510520000,25.0,37.0,43.0,23.74
3659478-10880825,3659478-10880825-2,1630510521000,25.0,37.0,43.0,25.83
3659478-10880825,3659478-10880825-2,1630510522000,25.0,37.0,43.0,25.39
3659478-10880825,3659478-10880825-2,1630510523000,25.0,37.0,43.0,23.31
3659478-10880825,3659478-10880825-2,1630510524000,25.0,37.0,43.0,20.53
3659478-10880825,3659478-10880825-2,1630510525000,25.0,37.0,43.0,17.49
3659478-10880825,3659478-10880825-2,1630510526000,25.0,37.0,43.0,17.17
3659478-10880825,3659478-10880825-2,1630510527000,25.0,37.0,43.0,21.48
3659478-10880825,3659478-10880825-2,1630510528000,25.0,37.0,43.0,25.88
3659478-10880825,3659478-10880825-2,1630510529000,25.0,37.0,43.0,29.95
3659478-10880825,3659478-10880825-2,1630510530000,25.0,37.0,43.0,33.83
3659478-10880825,3659478-10880825-2,1630510531000,25.0,37.0,43.0,36.57
3659478-10880825,3659478-10880825-2,1630510532000,25.0,37.0,43.0,38.21
3659478-10880825,3659478-10880825-2,1630510533000,25.0,37.0,43.0,38.7
3659478-10880825,3659478-10880825-2,1630510534000,25.0,37.0,43.0,38.13
3659478-10880825,3659478-10880825-2,1630510535000,25.0,37.0,43.0,37.89
3659478-10880825,3659478-10880825-2,1630510536000,25.0,37.0,44.0,37.27
3659478-10880825,3659478-10880825-2,1630510537000,25.0,38.0,44.0,36.08
3659478-10880825,3659478-10880825-2,1630510538000,25.0,38.0,44.0,34.39
3659478-10880825,3659478-10880825-2,1630510539000,25.0,38.0,44.0,32.39
3659478-10880825,3659478-10880825-2,1630510540000,25.0,38.0,44.0,30.24
3659478-10880825,3659478-10880825-2,1630510541000,25.0,38.0,44.0,27.04
3659478-10880825,3659478-10880825-2,1630510542000,25.0,38.0,44.0,23.42
3659478-10880825,3659478-10880825-2,1630510543000,25.0,38.0,44.0,19.7
3659478-10880825,3659478-10880825-2,1630510544000,25.0,38.0,44.0,15.21
3659478-10880825,3659478-10880825-2,1630510545000,25.0,38.0,44.0,10.0
3659478-10880825,3659478-10880825-2,1630510546000,25.0,38.0,44.0,4.61
3659478-10880825,3659478-10880825-2,1630510547000,25.0,38.0,44.0,1.58
3659478-10880825,3659478-10880825-2,1630510548000,25.0,38.0,44.0,0.54
3659478-10880825,3659478-10880825-2,1630510549000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510550000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510551000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510552000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510553000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510554000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510555000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510556000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510557000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510558000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510559000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510560000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510561000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510562000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510563000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510564000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510565000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510566000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510567000,25.0,38.0,44.0,0.0
3659478-10880825,3659478-10880825-2,1630510568000,25.0,38.0,44.0,0.71
3659478-10880825,3659478-10880825-2,1630510569000,25.0,38.0,44.0,7.39
3659478-10880825,3659478-10880825-2,1630510570000,25.5,38.0,44.0,12.62
3659478-10880825,3659478-10880825-2,1630510571000,25.5,38.0,44.0,13.77
3659478-10880825,3659478-10880825-2,1630510572000,25.5,38.0,44.0,15.07
3659478-10880825,3659478-10880825-2,1630510573000,25.5,38.0,44.0,17.98
3659478-10880825,3659478-10880825-2,1630510574000,25.5,38.0,44.0,22.29
3659478-10880825,3659478-10880825-2,1630510575000,25.5,38.0,44.0,27.2
3659478-10880825,3659478-10880825-2,1630510576000,25.5,38.0,45.0,31.62
3659478-10880825,3659478-10880825-2,1630510577000,25.5,38.0,45.0,34.25
3659478-10880825,3659478-10880825-2,1630510578000,25.5,38.0,45.0,36.02
3659478-10880825,3659478-10880825-2,1630510579000,25.5,38.0,45.0,37.41
3659478-10880825,3659478-10880825-2,1630510580000,25.5,38.0,45.0,38.72
3659478-10880825,3659478-10880825-2,1630510581000,25.5,38.0,45.0,39.96
3659478-10880825,3659478-10880825-2,1630510582000,25.5,38.0,45.0,40.88
3659478-10880825,3659478-10880825-2,1630510583000,25.5,38.0,45.0,41.72
3659478-10880825,3659478-10880825-2,1630510584000,25.5,38.0,45.0,42.57
3659478-10880825,3659478-10880825-2,1630510585000,25.5,38.0,45.0,43.32
3659478-10880825,3659478-10880825-2,1630510586000,25.5,38.0,45.0,44.1
3659478-10880825,3659478-10880825-2,1630510587000,25.5,38.0,45.0,44.8
3659478-10880825,3659478-10880825-2,1630510588000,25.5,38.0,45.0,45.37
3659478-10880825,3659478-10880825-2,1630510589000,25.5,38.0,45.0,46.06
3659478-10880825,3659478-10880825-2,1630510590000,25.5,38.0,45.0,46.76
3659478-10880825,3659478-10880825-2,1630510591000,25.5,38.0,45.0,47.86
3659478-10880825,3659478-10880825-2,1630510592000,25.5,38.0,46.0,49.04
3659478-10880825,3659478-10880825-2,1630510593000,25.5,38.0,46.0,49.48
3659478-10880825,3659478-10880825-2,1630510594000,25.5,38.0,46.0,50.43
3659478-10880825,3659478-10880825-2,1630510595000,25.5,38.0,46.0,51.38
3659478-10880825,3659478-10880825-2,1630510596000,25.5,38.0,46.0,52.04
3659478-10880825,3659478-10880825-2,1630510597000,25.5,38.0,46.0,52.67
3659478-10880825,3659478-10880825-2,1630510598000,25.5,38.0,46.0,52.85
3659478-10880825,3659478-10880825-2,1630510599000,25.5,38.0,46.0,52.88
3659478-10880825,3659478-10880825-2,1630510600000,25.5,38.0,46.0,53.19
3659478-10880825,3659478-10880825-2,1630510601000,25.5,38.0,46.0,52.74
3659478-10880825,3659478-10880825-2,1630510602000,25.5,38.0,47.0,52.38
3659478-10880825,3659478-10880825-2,1630510603000,25.5,38.0,47.0,51.49
3659478-10880825,3659478-10880825-2,1630510604000,25.5,38.0,47.0,50.19
3659478-10880825,3659478-10880825-2,1630510605000,25.5,38.0,47.0,49.36
3659478-10880825,3659478-10880825-2,1630510606000,25.5,38.0,47.0,48.75
3659478-10880825,3659478-10880825-2,1630510607000,25.5,38.0,47.0,48.15
3659478-10880825,3659478-10880825-2,1630510608000,25.5,38.0,47.0,47.6
3659478-10880825,3659478-10880825-2,1630510609000,25.5,38.0,47.0,47.01
3659478-10880825,3659478-10880825-2,1630510610000,25.5,38.0,47.0,46.42
3659478-10880825,3659478-10880825-2,1630510611000,25.5,38.0,47.0,45.72
3659478-10880825,3659478-10880825-2,1630510612000,25.5,38.0,47.0,44.85
3659478-10880825,3659478-10880825-2,1630510613000,25.5,38.0,47.0,44.16
3659478-10880825,3659478-10880825-2,1630510614000,25.5,38.0,47.0,43.8
3659478-10880825,3659478-10880825-2,1630510615000,25.5,38.0,47.0,43.67
3659478-10880825,3659478-10880825-2,1630510616000,25.5,38.0,47.0,43.72
3659478-10880825,3659478-10880825-2,1630510617000,25.5,38.0,47.0,44.04
3659478-10880825,3659478-10880825-2,1630510618000,25.5,38.0,47.0,44.51
3659478-10880825,3659478-10880825-2,1630510619000,25.5,38.0,47.0,45.09
3659478-10880825,3659478-10880825-2,1630510620000,25.5,38.0,47.0,45.77
3659478-10880825,3659478-10880825-2,1630510621000,25.5,38.0,47.0,46.53
3659478-10880825,3659478-10880825-2,1630510622000,25.5,38.0,47.0,46.82
3659478-10880825,3659478-10880825-2,1630510623000,25.5,38.0,47.0,45.93
3659478-10880825,3659478-10880825-2,1630510624000,25.5,38.0,47.0,44.79
3659478-10880825,3659478-10880825-2,1630510625000,25.5,38.0,47.0,44.04
3659478-10880825,3659478-10880825-2,1630510626000,25.5,38.0,47.0,43.7
3659478-10880825,3659478-10880825-2,1630510627000,25.5,38.0,47.0,44.55
3659478-10880825,3659478-10880825-2,1630510628000,25.5,38.0,48.0,44.61
3659478-10880825,3659478-10880825-2,1630510629000,25.5,38.0,48.0,43.12
3659478-10880825,3659478-10880825-2,1630510630000,25.0,38.0,48.0,42.05
3659478-10880825,3659478-10880825-2,1630510631000,25.0,38.0,48.0,41.57
3659478-10880825,3659478-10880825-2,1630510632000,25.0,38.0,48.0,41.48
3659478-10880825,3659478-10880825-2,1630510633000,25.0,38.0,48.0,41.07
3659478-10880825,3659478-10880825-2,1630510634000,25.0,38.0,48.0,40.68
3659478-10880825,3659478-10880825-2,1630510635000,25.0,38.0,48.0,40.06
3659478-10880825,3659478-10880825-2,1630510636000,25.0,38.0,48.0,38.03
3659478-10880825,3659478-10880825-2,1630510637000,25.0,38.0,48.0,34.52
3659478-10880825,3659478-10880825-2,1630510638000,25.0,38.0,48.0,30.34
3659478-10880825,3659478-10880825-2,1630510639000,25.0,38.0,48.0,25.71
3659478-10880825,3659478-10880825-2,1630510640000,25.0,38.0,48.0,20.24
3659478-10880825,3659478-10880825-2,1630510641000,25.0,38.0,48.0,14.43
3659478-10880825,3659478-10880825-2,1630510642000,25.0,39.0,48.0,9.76
3659478-10880825,3659478-10880825-2,1630510643000,25.0,38.0,48.0,5.91
3659478-10880825,3659478-10880825-2,1630510644000,25.0,38.0,48.0,2.74
3659478-10880825,3659478-10880825-2,1630510645000,25.0,38.0,48.0,1.13
3659478-10880825,3659478-10880825-2,1630510646000,25.0,38.0,48.0,0.07
3659478-10880825,3659478-10880825-2,1630510647000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510648000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510649000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510650000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510651000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510652000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510653000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510654000,25.0,38.0,48.0,0.0
3659478-10880825,3659478-10880825-2,1630510655000,25.0,38.0,48.0,0.81
3659478-10880825,3659478-10880825-2,1630510656000,25.0,39.0,48.0,11.05
3659478-10880825,3659478-10880825-2,1630510657000,25.0,39.0,48.0,21.41
3659478-10880825,3659478-10880825-2,1630510658000,25.0,39.0,48.0,28.43
3659478-10880825,3659478-10880825-2,1630510659000,25.0,39.0,48.0,31.84
3659478-10880825,3659478-10880825-2,1630510660000,25.0,39.0,48.0,34.55
3659478-10880825,3659478-10880825-2,1630510661000,25.0,39.0,49.0,36.65
3659478-10880825,3659478-10880825-2,1630510662000,25.0,39.0,49.0,38.21
3659478-10880825,3659478-10880825-2,1630510663000,25.0,39.0,49.0,39.62
3659478-10880825,3659478-10880825-2,1630510664000,25.0,39.0,49.0,40.42
3659478-10880825,3659478-10880825-2,1630510665000,25.0,39.0,49.0,40.92
3659478-10880825,3659478-10880825-2,1630510666000,25.0,39.0,49.0,40.55
3659478-10880825,3659478-10880825-2,1630510667000,25.0,39.0,49.0,39.65
3659478-10880825,3659478-10880825-2,1630510668000,25.0,39.0,49.0,38.33
3659478-10880825,3659478-10880825-2,1630510669000,25.0,39.0,49.0,36.83
3659478-10880825,3659478-10880825-2,1630510670000,25.0,39.0,49.0,35.57
3659478-10880825,3659478-10880825-2,1630510671000,25.0,39.0,49.0,34.45
3659478-10880825,3659478-10880825-2,1630510672000,25.0,39.0,49.0,31.24
3659478-10880825,3659478-10880825-2,1630510673000,25.0,39.0,49.0,27.9
3659478-10880825,3659478-10880825-2,1630510674000,25.0,39.0,49.0,27.26
3659478-10880825,3659478-10880825-2,1630510675000,25.0,39.0,49.0,27.84
3659478-10880825,3659478-10880825-2,1630510676000,25.0,39.0,49.0,28.44
3659478-10880825,3659478-10880825-2,1630510677000,25.0,39.0,49.0,29.22
3659478-10880825,3659478-10880825-2,1630510678000,25.0,40.0,49.0,31.69
3659478-10880825,3659478-10880825-2,1630510679000,25.0,40.0,49.0,35.29
3659478-10880825,3659478-10880825-2,1630510680000,25.0,40.0,49.0,38.98
3659478-10880825,3659478-10880825-2,1630510681000,25.0,40.0,49.0,40.91
3659478-10880825,3659478-10880825-2,1630510682000,25.0,40.0,49.0,41.6
3659478-10880825,3659478-10880825-2,1630510683000,25.0,40.0,49.0,42.99
3659478-10880825,3659478-10880825-2,1630510684000,25.0,40.0,49.0,44.76
3659478-10880825,3659478-10880825-2,1630510685000,25.0,40.0,50.0,46.61
3659478-10880825,3659478-10880825-2,1630510686000,25.0,40.0,50.0,48.09
3659478-10880825,3659478-10880825-2,1630510687000,25.0,40.0,50.0,49.0
3659478-10880825,3659478-10880825-2,1630510688000,25.0,40.0,50.0,48.29
3659478-10880825,3659478-10880825-2,1630510689000,25.0,40.0,50.0,47.61
3659478-10880825,3659478-10880825-2,1630510690000,24.5,40.0,50.0,48.96
3659478-10880825,3659478-10880825-2,1630510691000,24.5,40.0,50.0,50.3
3659478-10880825,3659478-10880825-2,1630510692000,24.5,40.0,50.0,51.15
3659478-10880825,3659478-10880825-2,1630510693000,24.5,40.0,50.0,51.26
3659478-10880825,3659478-10880825-2,1630510694000,24.5,40.0,50.0,51.77
3659478-10880825,3659478-10880825-2,1630510695000,24.5,40.0,50.0,52.13
3659478-10880825,3659478-10880825-2,1630510696000,24.5,40.0,50.0,50.66
3659478-10880825,3659478-10880825-2,1630510697000,24.5,40.0,50.0,49.64
3659478-10880825,3659478-10880825-2,1630510698000,24.5,40.0,50.0,47.61
3659478-10880825,3659478-10880825-2,1630510699000,24.5,40.0,50.0,45.56
3659478-10880825,3659478-10880825-2,1630510700000,24.5,40.0,50.0,43.73
3659478-10880825,3659478-10880825-2,1630510701000,24.5,40.0,50.0,42.19
3659478-10880825,3659478-10880825-2,1630510702000,24.5,40.0,50.0,41.55
3659478-10880825,3659478-10880825-2,1630510703000,24.5,40.0,50.0,40.67
3659478-10880825,3659478-10880825-2,1630510704000,24.5,40.0,50.0,40.23
3659478-10880825,3659478-10880825-2,1630510705000,24.5,40.0,50.0,39.84
3659478-10880825,3659478-10880825-2,1630510706000,24.5,40.0,51.0,39.41
3659478-10880825,3659478-10880825-2,1630510707000,24.5,40.0,51.0,39.57
3659478-10880825,3659478-10880825-2,1630510708000,24.5,40.0,51.0,40.09
3659478-10880825,3659478-10880825-2,1630510709000,24.5,40.0,51.0,40.13
3659478-10880825,3659478-10880825-2,1630510710000,24.5,40.0,51.0,39.86
3659478-10880825,3659478-10880825-2,1630510711000,24.5,40.0,51.0,39.65
3659478-10880825,3659478-10880825-2,1630510712000,24.5,40.0,51.0,39.56
3659478-10880825,3659478-10880825-2,1630510713000,24.5,40.0,51.0,39.72
3659478-10880825,3659478-10880825-2,1630510714000,24.5,40.0,51.0,39.85
3659478-10880825,3659478-10880825-2,1630510715000,24.5,40.0,51.0,39.45
3659478-10880825,3659478-10880825-2,1630510716000,24.5,40.0,51.0,38.27
3659478-10880825,3659478-10880825-2,1630510717000,24.5,40.0,51.0,36.81
3659478-10880825,3659478-10880825-2,1630510718000,24.5,40.0,51.0,34.96
3659478-10880825,3659478-10880825-2,1630510719000,24.5,40.0,51.0,31.66
3659478-10880825,3659478-10880825-2,1630510720000,24.5,40.0,51.0,26.84
3659478-10880825,3659478-10880825-2,1630510721000,24.5,40.0,51.0,22.28
3659478-10880825,3659478-10880825-2,1630510722000,24.5,40.0,51.0,19.6
3659478-10880825,3659478-10880825-2,1630510723000,24.5,40.0,51.0,17.65
3659478-10880825,3659478-10880825-2,1630510724000,24.5,40.0,51.0,15.96
3659478-10880825,3659478-10880825-2,1630510725000,24.5,40.0,51.0,16.34
3659478-10880825,3659478-10880825-2,1630510726000,24.5,40.0,51.0,17.83
3659478-10880825,3659478-10880825-2,1630510727000,24.5,40.0,51.0,18.96
3659478-10880825,3659478-10880825-2,1630510728000,24.5,40.0,51.0,19.92
3659478-10880825,3659478-10880825-2,1630510729000,24.5,40.0,51.0,20.34
3659478-10880825,3659478-10880825-2,1630510730000,24.5,40.0,51.0,20.87
3659478-10880825,3659478-10880825-2,1630510731000,24.5,40.0,51.0,22.33
3659478-10880825,3659478-10880825-2,1630510732000,24.5,40.0,51.0,24.0
3659478-10880825,3659478-10880825-2,1630510733000,24.5,40.0,51.0,25.97
3659478-10880825,3659478-10880825-2,1630510734000,24.5,40.0,52.0,28.12
3659478-10880825,3659478-10880825-2,1630510735000,24.5,40.0,52.0,29.94
3659478-10880825,3659478-10880825-2,1630510736000,24.5,40.0,52.0,31.49
3659478-10880825,3659478-10880825-2,1630510737000,24.5,40.0,52.0,33.16
3659478-10880825,3659478-10880825-2,1630510738000,24.5,40.0,52.0,34.61
3659478-10880825,3659478-10880825-2,1630510739000,24.5,40.0,52.0,35.49
3659478-10880825,3659478-10880825-2,1630510740000,24.5,40.0,52.0,36.16
3659478-10880825,3659478-10880825-2,1630510741000,24.5,40.0,52.0,36.88
3659478-10880825,3659478-10880825-2,1630510742000,24.5,40.0,52.0,38.27
3659478-10880825,3659478-10880825-2,1630510743000,24.5,40.0,53.0,39.96
3659478-10880825,3659478-10880825-2,1630510744000,24.5,40.0,53.0,41.6
3659478-10880825,3659478-10880825-2,1630510745000,24.5,40.0,53.0,43.1
3659478-10880825,3659478-10880825-2,1630510746000,24.5,40.0,53.0,43.57
3659478-10880825,3659478-10880825-2,1630510747000,24.5,40.0,53.0,43.71
3659478-10880825,3659478-10880825-2,1630510748000,24.5,40.0,53.0,44.47
3659478-10880825,3659478-10880825-2,1630510749000,24.5,40.0,53.0,45.33
3659478-10880825,3659478-10880825-2,1630510750000,25.5,40.0,53.0,45.65
3659478-10880825,3659478-10880825-2,1630510751000,25.5,40.0,54.0,45.82
3659478-10880825,3659478-10880825-2,1630510752000,25.5,40.0,54.0,46.34
3659478-10880825,3659478-10880825-2,1630510753000,25.5,40.0,54.0,45.74
3659478-10880825,3659478-10880825-2,1630510754000,25.5,40.0,54.0,45.34
3659478-10880825,3659478-10880825-2,1630510755000,25.5,40.0,54.0,44.77
3659478-10880825,3659478-10880825-2,1630510756000,25.5,40.0,54.0,43.94
3659478-10880825,3659478-10880825-2,1630510757000,25.5,40.0,54.0,43.31
3659478-10880825,3659478-10880825-2,1630510758000,25.5,40.0,54.0,42.3
3659478-10880825,3659478-10880825-2,1630510759000,25.5,40.0,54.0,40.79
3659478-10880825,3659478-10880825-2,1630510760000,25.5,40.0,54.0,39.17
3659478-10880825,3659478-10880825-2,1630510761000,25.5,40.0,54.0,37.67
3659478-10880825,3659478-10880825-2,1630510762000,25.5,40.0,54.0,36.29
3659478-10880825,3659478-10880825-2,1630510763000,25.5,40.0,54.0,34.51
3659478-10880825,3659478-10880825-2,1630510764000,25.5,40.0,54.0,32.28
3659478-10880825,3659478-10880825-2,1630510765000,25.5,40.0,53.0,30.5
3659478-10880825,3659478-10880825-2,1630510766000,25.5,40.0,53.0,29.05
3659478-10880825,3659478-10880825-2,1630510767000,25.5,40.0,53.0,29.49
3659478-10880825,3659478-10880825-2,1630510768000,25.5,40.0,54.0,31.67
3659478-10880825,3659478-10880825-2,1630510769000,25.5,40.0,54.0,34.86
3659478-10880825,3659478-10880825-2,1630510770000,25.5,40.0,54.0,40.15
3659478-10880825,3659478-10880825-2,1630510771000,25.5,40.0,54.0,45.53
3659478-10880825,3659478-10880825-2,1630510772000,25.5,40.0,54.0,48.78
3659478-10880825,3659478-10880825-2,1630510773000,25.5,40.0,55.0,49.77
3659478-10880825,3659478-10880825-2,1630510774000,25.5,40.0,55.0,49.76
3659478-10880825,3659478-10880825-2,1630510775000,25.5,40.0,55.0,49.04
3659478-10880825,3659478-10880825-2,1630510776000,25.5,40.0,55.0,48.33
3659478-10880825,3659478-10880825-2,1630510777000,25.5,40.0,55.0,48.02
3659478-10880825,3659478-10880825-2,1630510778000,25.5,40.0,55.0,48.29
3659478-10880825,3659478-10880825-2,1630510779000,25.5,40.0,55.0,48.79
3659478-10880825,3659478-10880825-2,1630510780000,25.5,40.0,55.0,49.14
3659478-10880825,3659478-10880825-2,1630510781000,25.5,40.0,55.0,49.33
3659478-10880825,3659478-10880825-2,1630510782000,25.5,40.0,55.0,49.33
3659478-10880825,3659478-10880825-2,1630510783000,25.5,40.0,55.0,49.71
3659478-10880825,3659478-10880825-2,1630510784000,25.5,40.0,55.0,49.75
3659478-10880825,3659478-10880825-2,1630510785000,25.5,40.0,55.0,49.43
3659478-10880825,3659478-10880825-2,1630510786000,25.5,40.0,55.0,49.08
3659478-10880825,3659478-10880825-2,1630510787000,25.5,40.0,55.0,48.74
3659478-10880825,3659478-10880825-2,1630510788000,25.5,40.0,55.0,48.3
3659478-10880825,3659478-10880825-2,1630510789000,25.5,40.0,55.0,47.88
3659478-10880825,3659478-10880825-2,1630510790000,25.5,40.0,55.0,47.54
3659478-10880825,3659478-10880825-2,1630510791000,25.5,40.0,55.0,47.19
3659478-10880825,3659478-10880825-2,1630510792000,25.5,40.0,55.0,46.93
3659478-10880825,3659478-10880825-2,1630510793000,25.5,40.0,55.0,46.8
3659478-10880825,3659478-10880825-2,1630510794000,25.5,40.0,55.0,46.74
3659478-10880825,3659478-10880825-2,1630510795000,25.5,40.0,55.0,47.22
3659478-10880825,3659478-10880825-2,1630510796000,25.5,40.0,55.0,48.72
3659478-10880825,3659478-10880825-2,1630510797000,25.5,40.0,55.0,50.01
3659478-10880825,3659478-10880825-2,1630510798000,25.5,40.0,55.0,51.75
3659478-10880825,3659478-10880825-2,1630510799000,25.5,40.0,55.0,52.28
3659478-10880825,3659478-10880825-2,1630510800000,25.5,40.0,55.0,53.06
3659478-10880825,3659478-10880825-2,1630510801000,25.5,40.0,55.0,54.03
3659478-10880825,3659478-10880825-2,1630510802000,25.5,40.0,55.0,54.49
3659478-10880825,3659478-10880825-2,1630510803000,25.5,40.0,55.0,54.74
3659478-10880825,3659478-10880825-2,1630510804000,25.5,40.0,55.0,55.06
3659478-10880825,3659478-10880825-2,1630510805000,25.5,40.0,55.0,55.46
3659478-10880825,3659478-10880825-2,1630510806000,25.5,40.0,55.0,55.83
3659478-10880825,3659478-10880825-2,1630510807000,25.5,40.0,55.0,55.76
3659478-10880825,3659478-10880825-2,1630510808000,25.5,40.0,55.0,55.54
3659478-10880825,3659478-10880825-2,1630510809000,25.5,40.0,55.0,55.5
3659478-10880825,3659478-10880825-2,1630510810000,25.0,40.0,55.0,56.25
3659478-10880825,3659478-10880825-2,1630510811000,25.0,40.0,55.0,57.33
3659478-10880825,3659478-10880825-2,1630510812000,25.0,40.0,55.0,57.65
3659478-10880825,3659478-10880825-2,1630510813000,25.0,40.0,55.0,57.87
3659478-10880825,3659478-10880825-2,1630510814000,25.0,40.0,55.0,57.74
3659478-10880825,3659478-10880825-2,1630510815000,25.0,40.0,55.0,57.22
3659478-10880825,3659478-10880825-2,1630510816000,25.0,40.0,55.0,57.26
3659478-10880825,3659478-10880825-2,1630510817000,25.0,40.0,55.0,57.14
3659478-10880825,3659478-10880825-2,1630510818000,25.0,40.0,56.0,56.2
3659478-10880825,3659478-10880825-2,1630510819000,25.0,40.0,56.0,55.09
3659478-10880825,3659478-10880825-2,1630510820000,25.0,40.0,56.0,54.53
3659478-10880825,3659478-10880825-2,1630510821000,25.0,40.0,56.0,53.36
3659478-10880825,3659478-10880825-2,1630510822000,25.0,40.0,56.0,52.02
3659478-10880825,3659478-10880825-2,1630510823000,25.0,40.0,56.0,50.84
